Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
37,155705,95,697,N,2615,4725,275000,275000,0.553439,Pay-off,non-default,CO,"51,022",0
37,156500,100,773,N,1997,4583,255000,255000,0.435741,Active,non-default,VA,"53,275",0
37,156550,95,788,N,2199,12482,267000,266330,0.176174,Active,non-default,TX,"41,275",0
37,156600,90,662,N,2908,8702,250000,249000,0.334176,Pay-off,non-default,AZ,"42,590",0
37,156750,95,771,Y,1232,3207,76000,73900,0.38416,Active,non-default,AR,"33,948",1
37,156750,95,689,N,2603,4570,109500,109000,0.569584,Active,non-default,MI,"44,476",1
37,156750,95,773,N,1198,3125,120000,115700,0.38336,Active,non-default,TN,"38,550",1
37,156750,95,758,N,2100,3887,290000,290000,0.540262,Pay-off,non-default,IL,"45,787",0
37,156800,80,644,Y,1308,2250,94500,93000,0.581333,Active,non-default,GA,"43,217",1
37,157000,78,705,Y,2052,4348,171000,171000,0.471941,Active,non-default,UT,"50,614",0
37,157000,100,715,Y,1713,3000,210000,210000,0.571,Pay-off,non-default,CA,"49,894",0
37,157500,99,810,N,916,3140,148000,148000,0.29172,Active,non-default,IL,"45,787",1
37,157500,74,676,N,3255,5025,190000,190000,0.647802,Pay-off,non-default,FL,"40,171",0
37,157900,100,622,N,1119,2620,96600,96600,0.427099,Active,non-default,GA,"43,217",1
37,157950,95,792,N,6299,9188,320000,320000,0.685568,Active,non-default,WA,"48,688",0
37,158284,80,783,Y,1508,3333,145000,142500,0.452445,Pay-off,non-default,MI,"44,476",1
37,158400,80,680,N,1340,3600,185000,185000,0.372222,Pay-off,non-default,DC,"43,003",0
37,158700,81,771,N,1462,4350,156000,147500,0.336092,Pay-off,non-default,ID,"42,519",1
37,158950,85,640,Y,1429,4100,181000,179900,0.348537,Pay-off,non-default,GA,"43,217",0
37,159210,90,799,Y,1411,5261,198638,198638,0.2682,Pay-off,non-default,TX,"41,275",0
37,159750,90,702,Y,2406,3413,285000,275000,0.704952,Active,non-default,CA,"49,894",0
37,159900,80,746,N,2380,2756,162000,162000,0.86357,Pay-off,non-default,NC,"39,000",0
37,160000,80,720,N,671,1837,66001,66001,0.365269,Active,non-default,NC,"39,000",1
37,160000,80,747,N,1028,2477,85500,85000,0.415018,Active,non-default,LA,"35,523",1
37,160000,80,689,N,2415,3783,94000,90000,0.638382,Pay-off,non-default,PA,"44,286",1
37,160000,86,620,Y,1539,2908,131500,131500,0.52923,Pay-off,non-default,FL,"40,171",1
37,160100,100,755,N,1335,2692,102000,101500,0.495914,Active,non-default,AR,"33,948",1
37,160550,80,569,Y,973,3064,114250,114250,0.317559,Active,non-default,TN,"38,550",1
37,160800,98,628,Y,1686,2700,109000,106750,0.624444,Pay-off,non-default,FL,"40,171",1
37,160800,90,738,Y,2964,8750,320000,320000,0.338743,Pay-off,non-default,NY,"44,228",0
37,161000,97,751,N,1320,2726,118000,118000,0.484226,Pay-off,non-default,AZ,"42,590",1
37,161500,95,755,N,767,1833,54000,54000,0.41844,Active,non-default,NC,"39,000",1
37,161600,80,697,N,1195,2773,144000,138000,0.430941,Pay-off,non-default,IL,"45,787",1
37,161900,90,738,N,1777,4250,58000,58000,0.418118,Pay-off,non-default,FL,"40,171",1
37,161900,90,777,N,1128,3126,119000,114000,0.360845,Pay-off,non-default,MD,"56,763",1
37,162000,100,606,Y,1943,3400,98000,97400,0.571471,Active,non-default,MI,"44,476",1
37,162288,102,711,N,1742,4082,135500,134900,0.426752,Pay-off,non-default,WY,"43,641",1
37,162330,95,727,N,997,4421,74000,70000,0.225515,Active,non-default,NC,"39,000",1
37,162400,80,716,N,2216,4430,172000,171400,0.500226,Active,non-default,TX,"41,275",0
37,162450,95,773,N,1518,4206,180000,170000,0.360913,Active,non-default,VA,"53,275",0
37,162500,90,560,Y,1279,4468,155000,151554,0.286258,Pay-off,non-default,NM,"37,587",1
37,163480,100,698,Y,1841,3575,185000,180399,0.514965,Active,non-default,TN,"38,550",0
37,163735,80,665,N,1370,5025,325000,315000,0.272654,Pay-off,non-default,OR,"42,617",0
37,164000,80,643,N,641,1648,57000,52000,0.388956,Pay-off,non-default,IN,"43,003",1
37,164000,85,753,N,1767,4233,204000,203400,0.417434,Pay-off,non-default,IL,"45,787",0
37,165000,100,697,N,1558,3875,107000,107000,0.402065,Active,non-default,TN,"38,550",1
37,165000,79,782,N,3696,9000,440000,440000,0.410667,Active,non-default,FL,"40,171",0
37,165000,100,678,Y,2056,3730,131000,130188,0.551206,Pay-off,non-default,FL,"40,171",1
37,165150,90,760,N,0,9100,280000,279900,0,Pay-off,non-default,NJ,"56,772",0
37,165500,100,754,N,1527,3719,130000,129920,0.410594,Pay-off,non-default,ID,"42,519",1
37,166000,95,777,N,1742,5850,155000,155000,0.297778,Active,non-default,MI,"44,476",1
37,166128,100,673,N,1060,5002,154000,152000,0.211915,Active,non-default,FL,"40,171",1
37,166250,95,668,Y,1774,5416,185000,184654,0.327548,Active,non-default,AZ,"42,590",0
37,166400,80,695,N,0,12400,310000,315000,0,Active,non-default,CO,"51,022",0
37,166500,90,718,Y,3288,8642,223000,223000,0.380467,Pay-off,non-default,MA,"52,354",0
37,166578,100,716,Y,1778,4442,79000,72100,0.40027,Active,non-default,TN,"38,550",1
37,167000,100,681,N,649,3250,126699,126699,0.199692,Pay-off,non-default,OR,"42,617",1
37,167250,100,725,Y,1886,3341,170000,170000,0.564502,Active,non-default,NC,"39,000",0
37,167550,98,650,N,1694,5025,220000,189900,0.337136,Default,default,FL,"40,171",0
37,167576.4,90,630,N,1576,4335,155000,153395,0.363552,Pay-off,non-default,MI,"44,476",1
37,167800,97,600,Y,1487,3552,89000,89000,0.418637,Active,non-default,AL,"38,111",1
37,167800,90,666,N,2346,9400,343000,167800,0.249574,Default,default,CO,"51,022",0
37,168000,80,669,N,389,1515,47100,43800,0.256766,Active,non-default,OH,"44,160",1
37,168000,60,558,Y,781,1792,77000,77000,0.435826,Active,non-default,GA,"43,217",1
37,168000,100,706,N,1375,3613,121000,121000,0.38057,Active,non-default,UT,"50,614",1
37,168000,80,729,N,1602,2294,140000,139900,0.698344,Active,non-default,TX,"41,275",1
37,168000,80,639,N,2945,8573,185000,184356,0.34352,Active,non-default,FL,"40,171",0
37,168625,95,668,N,889,8620,116700,116700,0.103132,Pay-off,non-default,MT,"35,201",1
37,168750,90,659,N,2744,9668,154000,154000,0.283823,Active,non-default,AZ,"42,590",1
37,168900,100,633,Y,2501,4456,127500,127500,0.561266,Pay-off,non-default,FL,"40,171",1
37,169100,95,761,N,1172,4340,155000,154900,0.270046,Pay-off,non-default,DE,"50,152",1
37,169500,92,528,Y,1052,2117,88000,87785,0.49693,Active,non-default,GA,"43,217",1
37,169500,100,776,N,1086,2080,148000,145882,0.522115,Active,non-default,GA,"43,217",1
37,169600,80,646,N,4916,8938,249000,242840,0.550011,Active,non-default,VA,"53,275",0
37,169600,80,788,N,2680,9209,193750,193750,0.29102,Pay-off,non-default,WA,"48,688",0
37,169900,100,717,N,1561,2840,95000,95000,0.549648,Active,non-default,GA,"43,217",1
37,170000,100,666,N,1113,2390,96000,92900,0.46569,Active,non-default,AR,"33,948",1
37,170000,100,682,N,2875,5025,325000,325000,0.572175,Default,default,CA,"49,894",0
37,170000,89,603,Y,1363,3748,151500,151500,0.363661,Pay-off,non-default,MD,"56,763",1
37,170000,85,786,N,2179,9091,240000,240000,0.239688,Pay-off,non-default,SC,"39,326",0
37,170400,80,659,Y,1282,2253,168000,168000,0.569019,Active,non-default,CA,"49,894",1
37,170500,100,715,N,952,3467,125000,119000,0.274589,Active,non-default,GA,"43,217",1
37,170900,95,609,Y,1148,2500,87000,86000,0.4592,Pay-off,non-default,FL,"40,171",1
37,171000,90,763,N,998,2827,129900,129900,0.353024,Active,non-default,FL,"40,171",1
37,171000,90,750,N,2895,9504,265500,265200,0.304609,Active,non-default,CA,"49,894",0
37,171000,95,760,N,1421,2816,109500,104735,0.504616,Pay-off,non-default,KS,"43,725",1
37,171000,89,689,N,1860,4894,143000,142500,0.380057,Pay-off,non-default,IL,"45,787",1
37,171500,70,717,N,0,4500,160000,151900,0,Pay-off,non-default,MD,"56,763",1
37,171535,102,689,Y,1119,4243,158000,157000,0.263728,Active,non-default,CT,"55,970",1
37,171550,97,521,N,1163,2996,161000,155435,0.388184,Active,non-default,GA,"43,217",1
37,171850,100,583,Y,1587,4507,119500,119100,0.352119,Pay-off,non-default,MD,"56,763",1
37,172000,100,714,N,1621,3478,81000,81000,0.466072,Active,non-default,AL,"38,111",1
37,172000,75,900,Y,1497,3872,200000,196495,0.386622,Active,non-default,MN,"55,914",0
37,173000,52,752,N,0,5025,230000,229000,0,Pay-off,non-default,NJ,"56,772",0
37,173600,80,736,N,645,2080,85000,85000,0.310096,Active,non-default,PA,"44,286",1
37,173610,100,661,Y,2833,5637,164000,164000,0.502572,Pay-off,non-default,FL,"40,171",1
37,173850,95,626,N,784,2314,70500,62500,0.338807,Active,non-default,TX,"41,275",1
37,174000,100,795,N,1235,6093,164500,164500,0.202692,Active,non-default,MD,"56,763",1
37,174000,77,710,N,3467,9665,187000,186524,0.358717,Active,non-default,TX,"41,275",0
37,174350,96,714,N,581,5025,64000,64000,0.115629,Pay-off,non-default,CA,"49,894",1
37,174400,80,764,N,600,1890,69500,69500,0.31746,Active,non-default,NC,"39,000",1
37,174900,100,633,Y,1391,3466,108000,107000,0.401327,Active,non-default,TX,"41,275",1
37,175000,100,559,Y,1211,2668,110500,110500,0.453898,Pay-off,non-default,VA,"53,275",1
37,175500,65,692,Y,2272,5025,245000,245000,0.452168,Pay-off,non-default,NY,"44,228",0
37,175500,90,630,N,0,5025,335000,330000,0,Pay-off,non-default,NY,"44,228",0
37,175750,95,721,N,896,3087,115000,115000,0.290249,Pay-off,non-default,NV,"46,984",1
37,175794,95,634,N,0,9500,347800,328800,0,Pay-off,non-default,NM,"37,587",0
37,176200,100,705,N,2142,5669,175000,174026,0.377844,Active,non-default,OH,"44,160",1
37,176700,95,735,N,2162,3789,146000,146000,0.570599,Pay-off,non-default,PA,"44,286",1
37,176700,95,660,N,0,5025,215000,210000,0,Pay-off,non-default,VA,"53,275",0
37,176800,80,692,N,3508,9337,200000,189900,0.37571,Active,non-default,NM,"37,587",0
37,176800,85,679,Y,1809,9791,207000,200000,0.184762,Active,non-default,HI,"53,123",0
37,176800,80,635,N,1420,3129,135000,135000,0.453819,Pay-off,non-default,DE,"50,152",1
37,177000,55,617,Y,1190,2557,124000,118000,0.465389,Active,non-default,GA,"43,217",1
37,178500,95,664,Y,1775,3750,132500,132500,0.473333,Active,non-default,GA,"43,217",1
37,179000,90,779,Y,1639,4167,270000,250000,0.393329,Active,non-default,DC,"43,003",0
37,179000,100,583,Y,1410,2870,116500,97000,0.491289,Default,default,TX,"41,275",1
37,179000,79,612,N,615,1017,130000,130000,0.60472,Pay-off,non-default,FL,"40,171",1
37,179000,100,737,N,448,1984,65000,65000,0.225806,Pay-off,non-default,FL,"40,171",1
37,179350,97,660,Y,517,1590,61750,61750,0.325157,Active,non-default,NE,"44,623",1
37,179600,80,706,N,657,4000,120000,117500,0.16425,Active,non-default,CO,"51,022",1
37,180000,80,785,N,867,2883,65000,65000,0.300728,Active,non-default,KY,"37,396",1
37,180000,82,578,N,947,2911,80000,79900,0.325318,Active,non-default,TN,"38,550",1
37,180000,80,620,N,1158,2253,131500,129900,0.513981,Active,non-default,GA,"43,217",1
37,180000,90,606,N,1410,3757,140000,133000,0.375299,Active,non-default,GA,"43,217",1
37,180000,80,729,N,1694,2738,205000,188300,0.6187,Active,non-default,FL,"40,171",0
37,180000,90,649,N,652,5025,73000,72000,0.129759,Pay-off,non-default,FL,"40,171",1
37,180000,95,612,Y,1575,3109,165000,102500,0.506594,Pay-off,non-default,MD,"56,763",1
37,180000,90,704,Y,2193,5302,117000,114400,0.413618,Pay-off,non-default,FL,"40,171",1
37,180000,100,741,Y,2158,5432,117500,119000,0.397275,Pay-off,non-default,HI,"53,123",1
37,180000,100,640,N,1051,3568,140000,130000,0.294563,Pay-off,non-default,DC,"43,003",1
37,180000,74,645,N,0,5025,190000,160000,0,Pay-off,non-default,FL,"40,171",0
37,180000,75,609,Y,2870,9375,270000,267760,0.306133,Pay-off,non-default,MA,"52,354",0
37,180025,95,617,N,499,2095,81000,81000,0.238186,Active,non-default,TN,"38,550",1
37,180400,100,649,N,289,5265,40000,40000,0.054891,Default,default,IN,"43,003",1
37,180500,95,609,N,2117,5228,202000,199969,0.404935,Default,default,IN,"43,003",0
37,180880,86,594,Y,2037,3777,152000,143212,0.539317,Active,non-default,GA,"43,217",1
37,181000,79,776,N,1649,3485,218000,218000,0.473171,Active,non-default,SC,"39,326",0
37,181000,100,616,N,1153,2917,134000,131861,0.395269,Pay-off,non-default,GA,"43,217",1
37,181500,83,658,N,1703,5122,122000,120990,0.332487,Active,non-default,TX,"41,275",1
37,181600,80,768,Y,668,2790,78000,69900,0.239427,Active,non-default,MD,"56,763",1
37,181600,80,688,N,1900,3455,161000,160115,0.549928,Pay-off,non-default,NV,"46,984",1
37,182500,100,661,N,1291,3640,128000,128000,0.35467,Pay-off,non-default,NJ,"56,772",1
37,182500,100,672,Y,1644,2989,167500,167500,0.550017,Pay-off,non-default,NV,"46,984",1
37,182900,100,650,N,1174,3455,74000,70000,0.339797,Default,default,IN,"43,003",1
37,183250,95,695,Y,1800,3273,182000,180000,0.549954,Pay-off,non-default,CA,"49,894",1
37,183900,100,715,Y,3045,4061,300000,300000,0.749815,Pay-off,non-default,IL,"45,787",0
37,184000,100,758,N,2515,7500,114000,117000,0.335333,Pay-off,non-default,NV,"46,984",1
37,184486,102,765,N,1374,4211,167000,159900,0.326288,Pay-off,non-default,CA,"49,894",1
37,184500,90,679,Y,970,3400,101500,101500,0.285294,Active,non-default,TN,"38,550",1
37,184500,100,742,Y,1977,2928,131000,131000,0.675205,Active,non-default,TX,"41,275",1
37,184500,100,775,N,1304,4500,165000,165000,0.289778,Pay-off,non-default,CA,"49,894",1
37,184550,99,621,N,1062,2869,125000,125000,0.370164,Pay-off,non-default,NV,"46,984",1
37,184800,95,686,N,1227,3200,140000,136900,0.383438,Active,non-default,NM,"37,587",1
37,185000,100,626,N,2141,4670,144000,140000,0.458458,Active,non-default,TN,"38,550",1
37,185150,80,787,N,816,2517,136500,136439,0.324195,Active,non-default,AZ,"42,590",1
37,185250,95,789,N,1023,3382,196000,195000,0.302484,Active,non-default,KS,"43,725",0
37,185250,95,759,N,2238,2822,82002,82001,0.793055,Pay-off,non-default,MD,"56,763",1
37,185250,95,756,Y,1169,3206,158000,157000,0.364629,Pay-off,non-default,NV,"46,984",1
37,185777,100,690,N,0,5025,160000,157500,0,Pay-off,non-default,OR,"42,617",1
37,185950,90,699,Y,1403,2931,175000,175000,0.478676,Active,non-default,CA,"49,894",1
37,186000,100,705,Y,1194,2391,99900,99900,0.499373,Pay-off,non-default,OH,"44,160",1
37,186200,95,682,Y,1579,3817,80500,75000,0.413676,Pay-off,non-default,IN,"43,003",1
37,186400,100,665,N,826,2579,126000,118500,0.320279,Active,non-default,WV,"32,589",1
37,187000,100,664,N,1149,2400,124000,121400,0.47875,Default,default,GA,"43,217",1
37,187000,100,715,N,617,2278,73000,69000,0.270852,Pay-off,non-default,NC,"39,000",1
37,187000,100,734,N,1050,3069,110000,109000,0.342131,Pay-off,non-default,IL,"45,787",1
37,188000,80,692,Y,452,1068,20200,20000,0.423221,Active,non-default,AL,"38,111",1
37,188000,80,752,N,811,2191,99500,99500,0.370151,Active,non-default,PA,"44,286",1
37,188000,80,673,N,1602,2869,103000,102021,0.558383,Active,non-default,AZ,"42,590",1
37,188000,80,647,N,1695,2600,166500,165900,0.651923,Active,non-default,VA,"53,275",1
37,188100,95,622,N,442,5025,50000,50000,0.087966,Pay-off,non-default,KS,"43,725",1
37,188350,90,757,Y,2423,8750,148975,148975,0.276914,Pay-off,non-default,GA,"43,217",1
37,188400,73,741,N,1364,5100,162000,162000,0.267451,Pay-off,non-default,OR,"42,617",1
37,189000,90,616,N,2551,3886,137000,137000,0.656459,Active,non-default,FL,"40,171",1
37,189000,90,714,N,3375,9006,210000,209392,0.37475,Pay-off,non-default,CA,"49,894",0
37,189000,90,727,N,2154,9000,285000,283842,0.239333,Pay-off,non-default,TN,"38,550",0
37,189100,99,616,Y,899,1958,87000,87000,0.459142,Active,non-default,MI,"44,476",1
37,189900,100,721,Y,863,2400,117300,117300,0.359583,Active,non-default,AL,"38,111",1
37,189900,100,680,N,943,3467,84000,81500,0.271993,Pay-off,non-default,NJ,"56,772",1
37,189905,95,646,N,3557,9287,253000,252016,0.383009,Pay-off,non-default,FL,"40,171",0
37,190000,100,687,Y,1246,4050,98000,85860,0.307654,Active,non-default,NY,"44,228",1
37,190000,100,614,N,5411,9835,91500,91500,0.550178,Active,non-default,IL,"45,787",1
37,190000,100,587,N,977,2080,132000,129740,0.469712,Active,non-default,GA,"43,217",1
37,190000,95,687,N,894,3068,165000,165000,0.291395,Pay-off,non-default,WI,"47,220",1
37,190000,100,661,N,513,1704,85000,85000,0.301056,Pay-off,non-default,FL,"40,171",1
37,190250,77,711,N,1347,2727,140000,134400,0.493949,Active,non-default,GA,"43,217",1
37,190800,90,653,Y,0,5025,160000,160000,0,Pay-off,non-default,FL,"40,171",1
37,191200,95,778,N,1554,9749,106000,99900,0.159401,Active,non-default,NJ,"56,772",1
37,191750,65,774,N,1130,3735,146000,144801,0.302544,Active,non-default,NC,"39,000",1
37,192600,90,709,N,0,5025,125000,122900,0,Active,non-default,TN,"38,550",1
37,192700,87,643,Y,950,1511,69000,68900,0.628723,Active,non-default,FL,"40,171",1
37,193000,100,567,Y,1236,2530,130000,130000,0.488538,Active,non-default,FL,"40,171",1
37,193500,90,747,Y,1260,3116,138589,138589,0.404365,Pay-off,non-default,GA,"43,217",1
37,194400,80,620,N,853,2426,99000,90000,0.351608,Active,non-default,MA,"52,354",1
37,194400,90,755,N,1574,3741,160000,158031,0.420743,Pay-off,non-default,CO,"51,022",1
37,195000,87,638,N,2889,9454,295810,296500,0.305585,Active,non-default,OH,"44,160",0
37,195000,93,807,N,933,2193,149200,149200,0.425445,Pay-off,non-default,FL,"40,171",1
37,195000,94,664,N,1682,3776,160000,157000,0.445445,Pay-off,non-default,AZ,"42,590",1
37,196000,80,694,N,0,5025,180000,180000,0,Active,non-default,OH,"44,160",1
37,196000,80,788,N,2070,3289,263000,257399,0.629371,Pay-off,non-default,NV,"46,984",0
37,197000,100,649,N,843,2167,81500,79000,0.389017,Active,non-default,MO,"43,988",1
37,197100,95,717,N,1178,3906,142000,142000,0.301587,Pay-off,non-default,IL,"45,787",1
37,197500,100,627,Y,1742,3588,138000,137900,0.485507,Default,default,GA,"43,217",1
37,198550,95,724,Y,1629,3567,103000,103000,0.456686,Active,non-default,TX,"41,275",1
37,199000,100,654,N,639,1506,108000,98500,0.424303,Active,non-default,GA,"43,217",1
37,199000,100,656,Y,2206,3056,185000,185000,0.721859,Pay-off,non-default,FL,"40,171",1
37,200000,67,789,N,1134,3069,141000,141000,0.369501,Active,non-default,AZ,"42,590",1
37,200000,90,616,Y,1945,4882,160000,154900,0.398402,Active,non-default,NC,"39,000",1
37,200000,80,661,Y,1461,2756,174000,172600,0.530116,Pay-off,non-default,FL,"40,171",1
37,200000,73,698,N,1298,4333,193000,193000,0.299562,Pay-off,non-default,NV,"46,984",1
37,200000,80,666,N,7690,5025,401000,400000,1.530445,Pay-off,non-default,NC,"39,000",0
37,200400,90,727,N,1260,5025,154000,152900,0.250762,Pay-off,non-default,PA,"44,286",1
37,200450,95,604,N,1484,3124,205000,199200,0.475032,Active,non-default,GA,"43,217",0
37,200700,90,707,N,1811,3981,120500,120000,0.454911,Active,non-default,NC,"39,000",1
37,201400,95,641,N,1047,2691,93000,93000,0.389075,Active,non-default,OH,"44,160",1
37,201500,58,673,Y,662,1289,74000,70000,0.513576,Active,non-default,MI,"44,476",1
37,202500,90,703,N,1268,4067,170000,167343,0.311778,Active,non-default,UT,"50,614",1
37,202500,90,661,Y,2644,9289,345000,343000,0.284638,Pay-off,non-default,IL,"45,787",0
37,202700,69,744,N,1222,5025,173000,173000,0.243199,Pay-off,non-default,CA,"49,894",1
37,203000,77,777,N,1440,9833,155000,138000,0.146446,Active,non-default,VA,"53,275",1
37,203200,80,695,N,1281,3400,130000,126250,0.376765,Pay-off,non-default,AZ,"42,590",1
37,203400,90,707,N,2763,9466,305000,305000,0.291887,Pay-off,non-default,NJ,"56,772",0
37,204000,80,608,Y,1626,5025,435000,425000,0.323602,Active,non-default,AZ,"42,590",0
37,204000,80,770,N,2380,8998,205000,201688,0.264503,Pay-off,non-default,TX,"41,275",0
37,204250,95,656,N,336,3148,51000,51000,0.106734,Active,non-default,AR,"33,948",1
37,204250,95,639,Y,629,1548,54500,54500,0.406331,Default,default,TX,"41,275",1
37,204250,95,601,N,1751,2808,170000,167200,0.623575,Pay-off,non-default,IL,"45,787",1
37,204500,100,666,N,0,5025,132000,127345,0,Active,non-default,FL,"40,171",1
37,204570,90,730,N,0,5025,870000,870000,0,Active,non-default,NY,"44,228",0
37,205000,100,613,Y,1105,3206,150000,146000,0.344666,Active,non-default,FL,"40,171",1
37,205000,100,644,Y,1788,3266,180000,170000,0.547459,Active,non-default,GA,"43,217",1
37,205900,100,713,N,0,5025,52100,52100,0,Pay-off,non-default,FL,"40,171",1
37,206000,100,649,Y,1359,1956,87000,86900,0.694785,Active,non-default,FL,"40,171",1
37,206100,90,707,N,5045,9000,163000,163000,0.560556,Pay-off,non-default,OR,"42,617",1
37,206500,70,713,Y,1625,2976,181000,175000,0.546035,Pay-off,non-default,MD,"56,763",1
37,206900,90,730,Y,2581,8934,310000,305000,0.288896,Active,non-default,MA,"52,354",0
37,207000,100,538,Y,1687,3117,185550,185567,0.541226,Active,non-default,GA,"43,217",1
37,207000,90,734,N,2229,5025,288000,288000,0.44361,Pay-off,non-default,CA,"49,894",0
37,207100,90,684,N,2172,8800,315000,315000,0.246818,Pay-off,non-default,CA,"49,894",0
37,207200,80,699,Y,1161,2500,90000,90000,0.4644,Pay-off,non-default,IL,"45,787",1
37,208000,80,619,N,609,2912,90000,86000,0.209135,Active,non-default,GA,"43,217",1
37,208000,80,758,N,2363,9167,201500,199000,0.257772,Pay-off,non-default,TN,"38,550",1
37,208886,91,792,N,1417,3167,100000,98000,0.447427,Pay-off,non-default,WI,"47,220",1
37,209000,87,759,N,894,2500,88000,88000,0.3576,Active,non-default,NC,"39,000",1
37,209000,100,781,N,929,2244,55000,54000,0.413993,Pay-off,non-default,MO,"43,988",1
37,209000,95,667,N,0,8900,272000,271500,0,Pay-off,non-default,CA,"49,894",0
37,209000,95,698,Y,3308,5025,450000,450000,0.65835,Pay-off,non-default,NY,"44,228",0
37,210000,78,769,N,646,884,57900,47000,0.730769,Active,non-default,OR,"42,617",1
37,210000,89,654,N,1248,3134,123000,118790,0.398213,Default,default,TX,"41,275",1
37,210400,80,609,N,1124,3400,146000,145400,0.330588,Pay-off,non-default,GA,"43,217",1
37,211000,93,622,N,1044,5025,68000,68000,0.207774,Pay-off,non-default,TN,"38,550",1
37,212000,80,753,Y,3056,5025,320000,339000,0.608198,Active,non-default,NY,"44,228",0
37,212400,80,683,N,1647,5025,167500,160000,0.327782,Pay-off,non-default,NJ,"56,772",1
37,212700,80,630,N,2602,9171,300000,272485,0.28372,Pay-off,non-default,CA,"49,894",0
37,212746,99,768,N,1980,4790,266000,268500,0.413361,Active,non-default,NY,"44,228",0
37,212750,80,683,N,568,2587,88000,84500,0.219559,Active,non-default,FL,"40,171",1
37,212800,80,694,Y,2993,5025,325000,325000,0.595659,Pay-off,non-default,HI,"53,123",0
37,213600,80,747,N,1075,2973,95000,83000,0.361588,Pay-off,non-default,GA,"43,217",1
37,213750,75,524,N,1875,9243,325000,308232,0.202856,Pay-off,non-default,MD,"56,763",0
37,214000,80,672,N,1371,3383,220000,214000,0.405262,Pay-off,non-default,AZ,"42,590",0
37,214000,80,514,Y,1652,2250,114100,114050,0.734222,Pay-off,non-default,FL,"40,171",1
37,214400,80,724,Y,1277,2322,131000,121200,0.549957,Active,non-default,CA,"49,894",1
37,215800,100,617,Y,1102,1932,88000,86000,0.570393,Active,non-default,FL,"40,171",1
37,215900,90,778,N,2458,8893,255000,255000,0.276397,Active,non-default,NJ,"56,772",0
37,216000,86,743,N,2249,3377,118500,118500,0.665976,Pay-off,non-default,MD,"56,763",1
37,217000,100,747,N,1391,3483,120000,110000,0.399368,Active,non-default,MI,"44,476",1
37,217600,80,681,N,1753,9361,277000,275000,0.187266,Pay-off,non-default,VA,"53,275",0
37,218025,95,756,N,1512,3479,135000,132000,0.434608,Pay-off,non-default,IL,"45,787",1
37,218500,95,634,Y,1666,2765,181000,181000,0.602532,Active,non-default,CA,"49,894",1
37,218500,95,683,Y,1610,2871,85000,83500,0.56078,Pay-off,non-default,FL,"40,171",1
37,219100,97,611,Y,1378,1906,112500,112000,0.72298,Pay-off,non-default,FL,"40,171",1
37,219600,90,787,N,861,1928,140000,137000,0.446577,Active,non-default,NC,"39,000",1
37,220000,80,579,Y,872,2618,54000,52000,0.333079,Active,non-default,NC,"39,000",1
37,220000,47,686,Y,1503,3884,118500,118500,0.386972,Active,non-default,FL,"40,171",1
37,220000,61,658,N,2134,3640,127000,127000,0.586264,Active,non-default,FL,"40,171",1
37,220000,80,660,Y,962,2521,133000,130328,0.381595,Pay-off,non-default,FL,"40,171",1
37,221000,100,727,N,1289,2663,180000,179704,0.484041,Active,non-default,NV,"46,984",1
37,221000,100,638,N,2392,9854,290000,287000,0.242744,Pay-off,non-default,CO,"51,022",0
37,221400,75,554,N,1077,2513,77000,59900,0.428571,Pay-off,non-default,AL,"38,111",1
37,221400,90,656,N,2239,8778,339000,339000,0.255069,Pay-off,non-default,CA,"49,894",0
37,222000,100,683,Y,976,2600,146000,140500,0.375385,Active,non-default,MS,"33,659",1
37,222300,95,763,N,688,2203,54000,53500,0.312301,Active,non-default,AR,"33,948",1
37,222900,56,689,Y,2026,2393,119000,119495,0.846636,Active,non-default,TX,"41,275",1
37,223250,95,700,Y,1411,3340,145000,144900,0.422455,Active,non-default,GA,"43,217",1
37,224000,80,672,N,1943,3178,132000,130826,0.611391,Pay-off,non-default,GA,"43,217",1
37,224100,90,752,N,2533,8602,315000,276900,0.294466,Pay-off,non-default,CO,"51,022",0
37,225000,100,557,Y,1547,3676,140000,139000,0.420838,Active,non-default,TN,"38,550",1
37,225000,68,704,N,2078,4203,180000,175001,0.494409,Active,non-default,MI,"44,476",1
37,225000,100,540,N,1431,3118,115500,109290,0.458948,Default,default,TX,"41,275",1
37,226500,94,744,N,1195,2517,120000,119900,0.474772,Pay-off,non-default,FL,"40,171",1
37,226800,90,707,Y,929,2380,96500,96500,0.390336,Active,non-default,TN,"38,550",1
37,226900,95,775,Y,2337,2886,160000,160000,0.809771,Pay-off,non-default,IL,"45,787",1
37,227000,100,755,N,1133,3000,148500,148440,0.377667,Active,non-default,FL,"40,171",1
37,229900,95,692,N,0,5025,160000,155430,0,Pay-off,non-default,AZ,"42,590",1
37,230000,100,712,N,740,2817,68000,67000,0.262691,Active,non-default,IL,"45,787",1
37,230000,98,636,Y,1049,1875,93000,89500,0.559467,Active,non-default,AL,"38,111",1
37,230000,72,721,N,693,2500,106500,98000,0.2772,Active,non-default,AL,"38,111",1
37,230000,100,571,Y,753,2660,85000,85000,0.283083,Pay-off,non-default,VA,"53,275",1
